DateTime_UTC,Temp_F,RH_pct,Wind_Spd_mph,Wind_Direction_deg,Low_Cloud_Ht_ft,Visibility_mi,Atm_Press_hPa,Precip_in
2009-03-06 05:00:00,31.0,53.0,6,140,0,10,992.3,0.0
2009-03-06 06:00:00,46.0,92.0,7,200,500,2,980.4,0.0
2009-03-06 07:00:00,44.0,95.0,7,200,200,1,980.0,0.0
2009-03-06 08:00:00,40.0,96.0,22,260,300,1,983.0,0.0
2009-03-06 09:00:00,38.0,96.0,6,250,400,2,984.4,0.0
2009-03-06 10:00:00,39.0,88.0,7,240,500,2,985.4,0.0
2009-03-06 11:00:00,40.0,85.0,5,190,900,4,986.0,0.0
2009-03-06 12:00:00,41.0,79.0,9,250,1400,7,986.7,0.0
2009-03-06 13:00:00,41.0,79.0,8,250,1600,7,987.0,0.0
2009-03-06 14:00:00,42.0,75.0,6,230,1800,7,987.7,0.0
2009-03-06 15:00:00,43.0,70.0,9,260,2200,10,988.7,0.0
2009-03-06 16:00:00,42.0,72.0,13,260,2200,7,990.0,0.0
2009-03-06 17:00:00,42.0,72.0,0,0,12000,8,990.7,0.0
2009-03-06 18:00:00,41.0,75.0,3,230,12000,6,991.7,0.0
2009-03-06 19:00:00,37.0,85.0,0,0,22000,6,992.0,0.0
2009-03-06 20:00:00,35.0,88.0,3,200,22000,5,992.3,0.0
2009-03-06 21:00:00,36.0,89.0,3,200,0,4,993.0,0.0
2009-03-06 22:00:00,36.0,89.0,3,210,0,4,993.3,0.0
2009-03-06 23:00:00,35.0,88.0,0,0,0,3,993.7,0.0
2009-03-07 00:00:00,51.0,82.0,3,0,6000,10,980.0,0.0
2009-03-07 01:00:00,50.0,86.0,0,0,0,9,979.4,0.0
2009-03-07 02:00:00,50.0,86.0,6,0,0,8,979.4,0.0
2009-03-07 03:00:00,49.0,89.0,3,0,1200,6,979.4,0.0
2009-03-07 04:00:00,49.0,89.0,7,0,1000,5,979.7,0.0
2009-03-07 05:00:00,48.0,89.0,9,240,800,4,980.4,0.0
2009-03-07 06:00:00,32.0,92.0,0,0,11000,3,994.0,0.0
2009-03-07 07:00:00,35.0,88.0,0,0,11000,3,992.3,0.0
2009-03-07 08:00:00,35.0,88.0,0,0,11000,3,991.7,0.0
2009-03-07 09:00:00,36.0,85.0,0,0,9000,3,991.3,0.0
2009-03-07 10:00:00,38.0,82.0,3,0,9000,4,991.0,0.0
2009-03-07 11:00:00,40.0,79.0,3,280,11000,4,991.0,0.0
2009-03-07 12:00:00,40.0,79.0,6,270,9000,5,990.7,0.0
2009-03-07 13:00:00,43.0,73.0,0,0,9000,5,989.7,0.0
2009-03-07 14:00:00,43.0,73.0,0,0,9500,4,988.3,0.0
2009-03-07 15:00:00,41.0,79.0,0,0,8500,4,988.0,0.0
2009-03-07 16:00:00,41.0,79.0,0,0,6000,5,988.7,0.0
2009-03-07 17:00:00,42.0,72.0,3,160,6000,8,988.3,0.0
2009-03-07 18:00:00,40.0,79.0,3,260,6000,10,989.3,0.0
2009-03-07 19:00:00,37.0,85.0,0,0,6000,10,989.7,0.0
2009-03-07 20:00:00,35.0,92.0,0,0,20000,5,990.3,0.0
2009-03-07 21:00:00,35.0,88.0,7,330,1500,4,991.0,0.0
2009-03-07 22:00:00,34.0,80.0,8,350,1300,7,992.0,0.0
2009-03-07 23:00:00,32.0,80.0,8,360,1500,10,992.3,0.0
2009-03-08 00:00:00,32.0,92.0,0,0,1500,2,993.7,0.0
2009-03-08 01:00:00,32.0,95.0,0,0,0,2,993.7,0.0
2009-03-08 02:00:00,32.0,92.0,3,160,0,2,993.3,0.0
2009-03-08 03:00:00,31.0,96.0,3,170,0,2,992.3,0.0
2009-03-08 04:00:00,31.0,96.0,3,160,0,2,992.7,0.0
2009-03-08 05:00:00,31.0,96.0,0,0,0,2,993.0,0.0
2009-03-08 06:00:00,27.0,88.0,6,50,6000,10,992.7,0.0
2009-03-08 07:00:00,27.0,88.0,5,40,6500,10,993.0,0.0
2009-03-08 08:00:00,28.0,88.0,7,40,6500,10,992.3,0.0
2009-03-08 09:00:00,30.0,81.0,0,0,6500,10,992.0,0.0
2009-03-08 10:00:00,36.0,61.0,8,70,6000,10,991.0,0.0
2009-03-08 11:00:00,38.0,61.0,7,60,6500,10,990.3,0.0
2009-03-08 12:00:00,40.0,57.0,16,90,6000,10,989.0,0.0
2009-03-08 13:00:00,41.0,59.0,14,80,6000,10,986.4,0.0
2009-03-08 14:00:00,38.0,67.0,10,70,6500,10,985.0,0.0
2009-03-08 15:00:00,36.0,74.0,14,70,3700,2,984.7,0.01
2009-03-08 16:00:00,32.0,95.0,9,50,800,2,985.4,0.13
2009-03-08 17:00:00,30.0,95.0,22,50,200,2,984.7,0.26
2009-03-08 18:00:00,30.0,95.0,14,40,200,2,984.4,0.16
2009-03-08 19:00:00,29.0,96.0,13,40,200,2,984.4,0.13
2009-03-08 20:00:00,28.0,100.0,13,30,400,2,984.7,0.13
2009-03-08 21:00:00,28.0,95.0,13,30,400,1,985.4,0.05
2009-03-08 22:00:00,28.0,92.0,11,10,900,3,986.4,0.05
2009-03-08 23:00:00,27.0,92.0,16,350,1500,2,988.0,0.05
2009-03-09 00:00:00,31.0,81.0,7,10,1500,10,992.7,0.0
2009-03-09 01:00:00,30.0,81.0,3,70,1900,10,993.7,0.0
2009-03-09 02:00:00,29.0,81.0,5,20,0,10,993.0,0.0
2009-03-09 03:00:00,28.0,88.0,6,30,0,10,993.0,0.0
2009-03-09 04:00:00,28.0,84.0,7,30,0,10,992.3,0.0
2009-03-09 05:00:00,27.0,88.0,6,50,0,10,993.0,0.0
2009-03-09 06:00:00,18.0,91.0,0,0,2800,10,997.0,0.0
2009-03-09 07:00:00,17.0,95.0,0,0,0,10,997.7,0.0
2009-03-09 08:00:00,21.0,100.0,0,0,0,10,999.0,0.0
2009-03-09 09:00:00,29.0,81.0,3,280,0,10,999.3,0.0
2009-03-09 10:00:00,33.0,69.0,0,0,0,10,999.3,0.0
2009-03-09 11:00:00,35.0,56.0,0,0,0,10,999.6,0.0
2009-03-09 12:00:00,35.0,58.0,0,0,0,10,1000.3,0.0
2009-03-09 13:00:00,35.0,53.0,5,20,0,10,999.6,0.0
2009-03-09 14:00:00,36.0,54.0,5,50,22000,10,999.6,0.0
2009-03-09 15:00:00,35.0,56.0,8,30,22000,10,999.3,0.0
2009-03-09 16:00:00,36.0,58.0,5,20,22000,10,999.0,0.0
2009-03-09 17:00:00,35.0,56.0,0,0,14000,10,999.3,0.0
2009-03-09 18:00:00,32.0,75.0,0,0,12000,10,999.3,0.0
2009-03-09 19:00:00,30.0,88.0,0,0,12000,10,998.7,0.0
2009-03-09 20:00:00,30.0,88.0,0,0,14000,10,998.7,0.0
2009-03-09 21:00:00,30.0,85.0,0,0,0,10,999.0,0.0
2009-03-09 22:00:00,29.0,88.0,0,0,0,10,998.3,0.0
2009-03-09 23:00:00,29.0,88.0,3,120,0,10,997.7,0.0
2009-03-10 00:00:00,27.0,92.0,10,350,1000,1,990.0,0.01
2009-03-10 01:00:00,28.0,88.0,11,10,900,10,991.3,0.0
2009-03-10 02:00:00,28.0,88.0,10,350,1200,10,993.0,0.0
2009-03-10 03:00:00,28.0,86.0,3,340,1200,10,994.0,0.0
2009-03-10 04:00:00,27.0,86.0,5,300,2800,10,995.0,0.0
2009-03-10 05:00:00,21.0,95.0,0,0,12000,10,996.3,0.0
2009-03-10 06:00:00,33.0,95.0,3,280,4500,4,993.0,0.04
2009-03-10 07:00:00,35.0,92.0,3,110,2300,4,992.3,0.01
2009-03-10 08:00:00,36.0,89.0,5,130,3300,8,991.3,0.01
2009-03-10 09:00:00,36.0,92.0,3,110,2000,7,990.7,0.0
2009-03-10 10:00:00,37.0,88.0,9,110,600,7,989.3,0.01
2009-03-10 11:00:00,38.0,85.0,6,110,800,10,988.3,0.0
2009-03-10 12:00:00,38.0,89.0,8,100,900,9,986.7,0.0
2009-03-10 13:00:00,39.0,85.0,6,130,1100,5,985.4,0.0
2009-03-10 14:00:00,39.0,85.0,5,130,1000,5,984.4,0.0
2009-03-10 15:00:00,39.0,85.0,6,130,1000,5,983.0,0.0
2009-03-10 16:00:00,38.0,89.0,8,140,1000,3,982.0,0.02
2009-03-10 17:00:00,37.0,92.0,6,120,1000,3,981.0,0.02
2009-03-10 18:00:00,37.0,92.0,3,120,800,3,980.0,0.0
2009-03-10 19:00:00,37.0,92.0,5,150,800,2,978.4,0.0
2009-03-10 20:00:00,38.0,96.0,6,150,600,2,977.0,0.0
2009-03-10 21:00:00,40.0,92.0,7,150,600,10,974.7,0.0
2009-03-10 22:00:00,41.0,95.0,6,260,400,8,973.7,0.0
2009-03-10 23:00:00,45.0,96.0,17,250,900,4,973.4,0.01
2009-03-11 00:00:00,30.0,85.0,0,0,12000,10,996.7,0.0
2009-03-11 01:00:00,30.0,85.0,0,0,11000,10,996.3,0.0
2009-03-11 02:00:00,29.0,92.0,0,0,11000,10,995.0,0.0
2009-03-11 03:00:00,31.0,88.0,0,0,7000,10,994.0,0.0
2009-03-11 04:00:00,32.0,92.0,0,0,3900,8,993.7,0.01
2009-03-11 05:00:00,33.0,95.0,0,0,4700,4,993.3,0.02
2009-03-11 06:00:00,22.0,67.0,24,250,2200,7,986.7,0.0
2009-03-11 07:00:00,20.0,70.0,25,250,2800,4,988.3,0.0
2009-03-11 08:00:00,20.0,70.0,31,270,1700,1,990.7,0.0
2009-03-11 09:00:00,19.0,84.0,15,270,700,1,992.3,0.0
2009-03-11 10:00:00,18.0,64.0,23,290,2100,4,995.0,0.0
2009-03-11 11:00:00,19.0,58.0,29,260,1800,7,997.0,0.0
2009-03-11 12:00:00,19.0,56.0,21,280,2300,7,998.7,0.0
2009-03-11 13:00:00,21.0,56.0,22,260,2300,7,1000.0,0.0
2009-03-11 14:00:00,21.0,56.0,17,260,3600,7,1001.0,0.0
2009-03-11 15:00:00,21.0,62.0,20,280,2400,3,1002.3,0.0
2009-03-11 16:00:00,21.0,62.0,18,270,3200,4,1003.3,0.0
2009-03-11 17:00:00,20.0,67.0,14,280,3000,3,1004.3,0.0
2009-03-11 18:00:00,20.0,77.0,6,240,3200,2,1005.3,0.0
2009-03-11 19:00:00,20.0,84.0,3,230,2800,1,1006.3,0.0
2009-03-11 20:00:00,19.0,91.0,7,260,1100,1,1007.0,0.0
2009-03-11 21:00:00,19.0,79.0,10,300,2300,2,1007.6,0.0
2009-03-11 22:00:00,18.0,73.0,14,320,2400,4,1008.6,0.0
2009-03-11 23:00:00,18.0,73.0,16,320,2100,2,1009.6,0.0
2009-03-12 00:00:00,40.0,85.0,22,250,1600,10,974.7,0.0
2009-03-12 01:00:00,38.0,75.0,20,250,2300,10,976.4,0.0
2009-03-12 02:00:00,36.0,66.0,17,240,2400,10,977.7,0.0
2009-03-12 03:00:00,33.0,69.0,14,240,2600,10,979.0,0.0
2009-03-12 04:00:00,29.0,71.0,21,240,2200,10,982.0,0.0
2009-03-12 05:00:00,24.0,70.0,23,250,2000,8,984.4,0.0
2009-03-12 06:00:00,10.0,75.0,8,280,3000,8,1013.9,0.0
2009-03-12 07:00:00,11.0,63.0,9,300,3700,10,1014.3,0.0
2009-03-12 08:00:00,12.0,60.0,8,300,2500,9,1014.9,0.0
2009-03-12 09:00:00,14.0,52.0,8,300,2800,10,1015.6,0.0
2009-03-12 10:00:00,13.0,66.0,5,260,3300,5,1015.3,0.0
2009-03-12 11:00:00,14.0,52.0,7,310,1700,10,1014.9,0.0
2009-03-12 12:00:00,16.0,51.0,5,280,1700,10,1014.6,0.0
2009-03-12 13:00:00,18.0,48.0,7,240,3700,10,1013.6,0.0
2009-03-12 14:00:00,19.0,46.0,10,270,3900,10,1013.3,0.0
2009-03-12 15:00:00,19.0,46.0,9,300,3900,10,1012.6,0.0
2009-03-12 16:00:00,19.0,51.0,9,290,3900,10,1012.6,0.0
2009-03-12 17:00:00,18.0,46.0,10,280,22000,10,1012.3,0.0
2009-03-12 18:00:00,16.0,51.0,7,280,22000,10,1012.3,0.0
2009-03-12 19:00:00,14.0,58.0,3,250,22000,10,1011.9,0.0
2009-03-12 20:00:00,11.0,63.0,3,170,22000,10,1011.6,0.0
2009-03-12 21:00:00,8.0,72.0,0,0,0,10,1011.6,0.0
2009-03-12 22:00:00,6.0,79.0,0,0,0,10,1011.3,0.0
2009-03-12 23:00:00,7.0,79.0,3,160,0,10,1011.0,0.0
2009-03-13 00:00:00,16.0,76.0,14,310,2300,2,1010.6,0.0
2009-03-13 01:00:00,14.0,76.0,10,330,2700,2,1011.6,0.0
2009-03-13 02:00:00,12.0,78.0,9,320,1900,3,1011.9,0.0
2009-03-13 03:00:00,12.0,66.0,16,330,5000,6,1012.3,0.0
2009-03-13 04:00:00,11.0,72.0,13,330,4200,2,1012.9,0.0
2009-03-13 05:00:00,11.0,66.0,11,310,3700,7,1013.6,0.0
2009-03-13 06:00:00,4.0,83.0,0,0,3000,10,1008.3,0.0
2009-03-13 07:00:00,7.0,79.0,0,0,11000,10,1008.0,0.0
2009-03-13 08:00:00,16.0,67.0,7,190,11000,10,1007.6,0.0
2009-03-13 09:00:00,21.0,62.0,8,190,9500,10,1007.3,0.0
2009-03-13 10:00:00,24.0,59.0,9,200,9000,10,1006.3,0.0
2009-03-13 11:00:00,27.0,52.0,6,200,2300,10,1005.3,0.0
2009-03-13 12:00:00,29.0,55.0,13,250,2500,10,1004.6,0.0
2009-03-13 13:00:00,30.0,53.0,7,240,3000,10,1003.6,0.0
2009-03-13 14:00:00,31.0,51.0,10,250,8500,10,1002.3,0.0
2009-03-13 15:00:00,33.0,32.0,10,200,3000,10,1001.3,0.0
2009-03-13 16:00:00,33.0,30.0,10,220,6500,10,1000.3,0.0
2009-03-13 17:00:00,31.0,37.0,10,240,6500,10,1000.3,0.0
2009-03-13 18:00:00,29.0,48.0,6,220,15000,10,1000.0,0.0
2009-03-13 19:00:00,28.0,52.0,0,0,0,10,1000.0,0.0
2009-03-13 20:00:00,27.0,57.0,0,0,0,10,1000.3,0.0
2009-03-13 21:00:00,26.0,62.0,3,200,0,10,1000.0,0.0
2009-03-13 22:00:00,26.0,68.0,0,0,0,10,1000.0,0.0
2009-03-13 23:00:00,27.0,68.0,7,200,0,10,1000.0,0.0
2009-03-14 00:00:00,8.0,75.0,0,0,0,10,1010.3,0.0
2009-03-14 01:00:00,8.0,75.0,3,170,0,10,1010.0,0.0
2009-03-14 02:00:00,7.0,79.0,0,0,0,10,1009.6,0.0
2009-03-14 03:00:00,5.0,83.0,0,0,0,10,1009.0,0.0
2009-03-14 04:00:00,4.0,87.0,0,0,0,10,1008.6,0.0
2009-03-14 05:00:00,4.0,83.0,0,0,0,10,1008.6,0.0
2009-03-14 06:00:00,26.0,84.0,5,180,0,6,998.0,0.0
2009-03-14 07:00:00,27.0,81.0,3,180,0,5,998.3,0.0
2009-03-14 08:00:00,31.0,72.0,3,190,0,6,998.3,0.0
2009-03-14 09:00:00,34.0,66.0,5,170,0,7,998.3,0.0
2009-03-14 10:00:00,37.0,61.0,10,240,0,8,998.0,0.0
2009-03-14 11:00:00,40.0,57.0,9,240,3900,10,997.7,0.0
2009-03-14 12:00:00,42.0,52.0,10,250,4200,10,997.3,0.0
2009-03-14 13:00:00,43.0,48.0,9,240,20000,10,996.7,0.0
2009-03-14 14:00:00,43.0,46.0,11,230,20000,10,996.0,0.0
2009-03-14 15:00:00,43.0,44.0,9,220,20000,10,996.0,0.0
2009-03-14 16:00:00,43.0,46.0,10,240,20000,10,995.7,0.0
2009-03-14 17:00:00,43.0,44.0,7,240,20000,10,995.3,0.0
2009-03-14 18:00:00,40.0,50.0,0,0,0,10,995.3,0.0
2009-03-14 19:00:00,35.0,61.0,0,0,0,10,995.3,0.0
2009-03-14 20:00:00,33.0,63.0,3,180,0,10,995.3,0.0
2009-03-14 21:00:00,35.0,56.0,0,0,0,10,995.7,0.0
2009-03-14 22:00:00,32.0,60.0,0,0,0,10,995.7,0.0
2009-03-14 23:00:00,31.0,60.0,3,160,0,10,995.3,0.0
2009-03-15 00:00:00,26.0,71.0,6,180,0,10,999.3,0.0
2009-03-15 01:00:00,26.0,74.0,5,160,0,10,998.7,0.0
2009-03-15 02:00:00,26.0,77.0,5,150,0,10,998.3,0.0
2009-03-15 03:00:00,24.0,83.0,3,160,0,8,997.7,0.0
2009-03-15 04:00:00,25.0,84.0,5,150,0,7,997.7,0.0
2009-03-15 05:00:00,23.0,87.0,3,170,0,6,997.7,0.0
2009-03-15 06:00:00,24.0,74.0,0,0,0,10,996.3,0.0
2009-03-15 07:00:00,27.0,74.0,0,0,0,10,997.0,0.0
2009-03-15 08:00:00,37.0,47.0,6,190,20000,10,997.3,0.0
2009-03-15 09:00:00,41.0,46.0,6,200,20000,10,997.3,0.0
2009-03-15 10:00:00,45.0,43.0,5,250,20000,10,997.3,0.0
2009-03-15 11:00:00,48.0,34.0,6,250,0,10,997.3,0.0
2009-03-15 12:00:00,49.0,35.0,3,150,0,10,997.0,0.0
2009-03-15 13:00:00,51.0,35.0,3,280,0,10,996.3,0.0
2009-03-15 14:00:00,51.0,34.0,0,0,0,10,996.0,0.0
2009-03-15 15:00:00,53.0,36.0,7,0,0,10,996.0,0.0
2009-03-15 16:00:00,53.0,34.0,6,0,25000,10,996.3,0.0
2009-03-15 17:00:00,50.0,40.0,6,330,25000,10,996.7,0.0
2009-03-15 18:00:00,40.0,59.0,0,0,0,10,997.3,0.0
2009-03-15 19:00:00,37.0,69.0,0,0,0,10,998.0,0.0
2009-03-15 20:00:00,33.0,77.0,0,0,0,10,998.0,0.0
2009-03-15 21:00:00,31.0,81.0,0,0,0,10,998.3,0.0
2009-03-15 22:00:00,30.0,85.0,0,0,0,10,998.3,0.0
2009-03-15 23:00:00,29.0,84.0,0,0,0,10,998.3,0.0
2009-03-16 00:00:00,32.0,53.0,0,0,0,10,995.3,0.0
2009-03-16 01:00:00,33.0,44.0,3,170,0,10,995.3,0.0
2009-03-16 02:00:00,28.0,68.0,0,0,0,10,995.0,0.0
2009-03-16 03:00:00,26.0,71.0,0,0,0,10,995.3,0.0
2009-03-16 04:00:00,30.0,46.0,0,0,0,10,995.7,0.0
2009-03-16 05:00:00,25.0,77.0,0,0,0,10,996.0,0.0
2009-03-16 06:00:00,27.0,88.0,0,0,9000,10,999.3,0.0
2009-03-16 07:00:00,29.0,84.0,0,0,9000,10,999.6,0.0
2009-03-16 08:00:00,39.0,66.0,0,0,9000,10,1000.0,0.0
2009-03-16 09:00:00,48.0,42.0,3,0,9000,10,1000.0,0.0
2009-03-16 10:00:00,52.0,34.0,6,230,9000,10,999.6,0.0
2009-03-16 11:00:00,54.0,31.0,5,230,9000,10,999.6,0.0
2009-03-16 12:00:00,57.0,31.0,3,230,20000,10,999.0,0.0
2009-03-16 13:00:00,58.0,29.0,3,230,22000,10,998.3,0.0
2009-03-16 14:00:00,59.0,26.0,6,230,22000,10,998.0,0.0
2009-03-16 15:00:00,59.0,25.0,5,230,22000,10,997.7,0.0
2009-03-16 16:00:00,59.0,26.0,6,230,22000,10,997.3,0.0
2009-03-16 17:00:00,50.0,42.0,5,30,22000,10,997.3,0.0
2009-03-16 18:00:00,41.0,59.0,0,0,22000,10,997.0,0.0
2009-03-16 19:00:00,39.0,61.0,0,0,20000,10,997.7,0.0
2009-03-16 20:00:00,36.0,72.0,0,0,22000,10,997.3,0.0
2009-03-16 21:00:00,34.0,78.0,0,0,0,10,997.3,0.0
2009-03-16 22:00:00,34.0,78.0,0,0,0,10,997.3,0.0
2009-03-16 23:00:00,39.0,61.0,0,0,0,10,996.7,0.0
2009-03-17 00:00:00,28.0,88.0,0,0,0,9,998.3,0.0
2009-03-17 01:00:00,28.0,88.0,0,0,0,10,998.7,0.0
2009-03-17 02:00:00,28.0,88.0,0,0,0,10,998.7,0.0
2009-03-17 03:00:00,28.0,88.0,0,0,0,10,998.3,0.0
2009-03-17 04:00:00,27.0,88.0,0,0,0,10,998.7,0.0
2009-03-17 05:00:00,28.0,88.0,0,0,20000,10,999.0,0.0
2009-03-17 06:00:00,44.0,57.0,0,0,6000,10,993.3,0.0
2009-03-17 07:00:00,48.0,56.0,3,0,6000,10,993.0,0.0
2009-03-17 08:00:00,53.0,56.0,5,0,8000,10,992.3,0.0
2009-03-17 09:00:00,57.0,50.0,5,170,7000,10,991.3,0.0
2009-03-17 10:00:00,60.0,45.0,13,190,20000,10,990.7,0.0
2009-03-17 11:00:00,63.0,44.0,10,200,20000,10,989.7,0.0
2009-03-17 12:00:00,66.0,41.0,15,210,20000,10,988.3,0.0
2009-03-17 13:00:00,68.0,38.0,11,200,20000,10,987.0,0.0
2009-03-17 14:00:00,69.0,35.0,20,210,12000,10,986.0,0.0
2009-03-17 15:00:00,69.0,34.0,16,210,12000,10,985.4,0.0
2009-03-17 16:00:00,66.0,39.0,10,220,7000,10,986.0,0.0
2009-03-17 17:00:00,64.0,42.0,9,230,7000,10,986.7,0.0
2009-03-17 18:00:00,60.0,49.0,0,0,7000,10,987.3,0.0
2009-03-17 19:00:00,57.0,59.0,5,240,22000,10,988.0,0.0
2009-03-17 20:00:00,54.0,64.0,0,0,6000,10,989.0,0.0
2009-03-17 21:00:00,47.0,70.0,5,10,0,10,990.7,0.0
2009-03-17 22:00:00,44.0,76.0,3,70,5500,9,991.7,0.0
2009-03-17 23:00:00,43.0,76.0,0,0,5500,9,992.3,0.0
2009-03-18 00:00:00,44.0,50.0,3,180,0,10,997.0,0.0
2009-03-18 01:00:00,43.0,55.0,3,170,0,10,997.0,0.0
2009-03-18 02:00:00,43.0,55.0,5,160,0,10,996.3,0.0
2009-03-18 03:00:00,43.0,55.0,5,180,6500,10,995.3,0.0
2009-03-18 04:00:00,44.0,55.0,6,180,7000,10,994.7,0.0
2009-03-18 05:00:00,44.0,55.0,3,180,7000,10,994.0,0.0
2009-03-18 06:00:00,34.0,75.0,3,230,12000,10,994.7,0.0
2009-03-18 07:00:00,40.0,57.0,5,220,10000,10,995.3,0.0
2009-03-18 08:00:00,43.0,48.0,7,260,8000,10,995.7,0.0
2009-03-18 09:00:00,48.0,37.0,8,290,20000,10,995.7,0.0
2009-03-18 10:00:00,49.0,31.0,11,290,7000,10,996.0,0.0
2009-03-18 11:00:00,49.0,30.0,10,260,7000,10,995.3,0.0
2009-03-18 12:00:00,51.0,26.0,15,260,20000,10,995.0,0.0
2009-03-18 13:00:00,52.0,29.0,15,260,20000,10,994.7,0.0
2009-03-18 14:00:00,52.0,30.0,17,270,20000,10,994.3,0.0
2009-03-18 15:00:00,52.0,31.0,15,270,22000,10,994.0,0.0
2009-03-18 16:00:00,51.0,34.0,13,260,22000,10,994.3,0.0
2009-03-18 17:00:00,50.0,36.0,13,260,20000,10,994.3,0.0
2009-03-18 18:00:00,47.0,40.0,6,250,20000,10,994.7,0.0
2009-03-18 19:00:00,45.0,45.0,5,240,7000,10,994.7,0.0
2009-03-18 20:00:00,42.0,50.0,5,260,7000,10,995.0,0.0
2009-03-18 21:00:00,38.0,57.0,8,20,9000,10,996.3,0.0
2009-03-18 22:00:00,35.0,58.0,6,20,0,10,997.3,0.0
2009-03-18 23:00:00,33.0,66.0,10,350,0,10,998.0,0.0
2009-03-19 00:00:00,41.0,79.0,0,0,6000,10,992.7,0.0
2009-03-19 01:00:00,37.0,88.0,0,0,0,9,993.0,0.0
2009-03-19 02:00:00,34.0,92.0,0,0,11000,6,993.3,0.0
2009-03-19 03:00:00,35.0,88.0,0,0,12000,9,993.3,0.0
2009-03-19 04:00:00,35.0,84.0,0,0,12000,10,993.7,0.0
2009-03-19 05:00:00,33.0,81.0,0,0,12000,10,994.0,0.0
2009-03-19 06:00:00,24.0,59.0,10,360,3400,10,1003.3,0.0
2009-03-19 07:00:00,24.0,61.0,9,360,3200,10,1004.3,0.0
2009-03-19 08:00:00,24.0,64.0,9,350,2700,7,1004.6,0.0
2009-03-19 09:00:00,24.0,64.0,14,330,2000,8,1005.3,0.0
2009-03-19 10:00:00,24.0,61.0,14,330,2800,9,1006.0,0.0
2009-03-19 11:00:00,24.0,64.0,10,10,2600,7,1006.0,0.0
2009-03-19 12:00:00,24.0,61.0,13,10,2600,7,1006.3,0.0
2009-03-19 13:00:00,25.0,59.0,9,360,3000,6,1006.3,0.0
2009-03-19 14:00:00,25.0,54.0,13,350,2900,4,1006.6,0.0
2009-03-19 15:00:00,26.0,54.0,8,10,3400,5,1007.0,0.0
2009-03-19 16:00:00,25.0,54.0,10,350,3200,5,1007.0,0.0
2009-03-19 17:00:00,25.0,57.0,8,340,3300,7,1007.3,0.0
2009-03-19 18:00:00,25.0,57.0,6,350,3300,6,1007.6,0.0
2009-03-19 19:00:00,25.0,59.0,7,340,3100,6,1007.6,0.0
2009-03-19 20:00:00,25.0,59.0,7,340,3300,7,1008.0,0.0
2009-03-19 21:00:00,25.0,62.0,7,340,2900,10,1008.0,0.0
2009-03-19 22:00:00,24.0,64.0,7,50,2900,10,1008.3,0.0
2009-03-19 23:00:00,23.0,64.0,5,50,2700,10,1008.3,0.0
2009-03-20 00:00:00,31.0,63.0,10,360,2300,10,999.0,0.0
2009-03-20 01:00:00,30.0,60.0,10,340,0,10,1000.0,0.0
2009-03-20 02:00:00,28.0,65.0,9,340,0,10,1000.3,0.0
2009-03-20 03:00:00,28.0,62.0,11,350,2900,10,1000.6,0.0
2009-03-20 04:00:00,26.0,62.0,13,350,3700,10,1001.6,0.0
2009-03-20 05:00:00,24.0,64.0,9,360,3900,10,1002.3,0.0
2009-03-20 06:00:00,13.0,88.0,0,0,0,10,1009.6,0.0
2009-03-20 07:00:00,17.0,83.0,0,0,0,10,1010.0,0.0
2009-03-20 08:00:00,21.0,73.0,0,0,0,10,1010.3,0.0
2009-03-20 09:00:00,25.0,57.0,5,0,0,10,1010.0,0.0
2009-03-20 10:00:00,29.0,46.0,5,0,0,10,1009.6,0.0
2009-03-20 11:00:00,32.0,39.0,5,0,20000,10,1009.3,0.0
2009-03-20 12:00:00,36.0,35.0,6,0,20000,10,1008.6,0.0
2009-03-20 13:00:00,37.0,32.0,6,190,20000,10,1008.3,0.0
2009-03-20 14:00:00,39.0,28.0,0,0,20000,10,1007.6,0.0
2009-03-20 15:00:00,40.0,26.0,5,0,22000,10,1007.0,0.0
2009-03-20 16:00:00,34.0,51.0,9,40,22000,10,1006.6,0.0
2009-03-20 17:00:00,33.0,63.0,7,30,22000,10,1006.3,0.0
2009-03-20 18:00:00,31.0,66.0,3,20,12000,10,1006.3,0.0
2009-03-20 19:00:00,29.0,71.0,0,0,22000,10,1005.6,0.0
2009-03-20 20:00:00,30.0,71.0,0,0,8000,10,1005.6,0.0
2009-03-20 21:00:00,30.0,71.0,0,0,7500,10,1005.3,0.0
2009-03-20 22:00:00,30.0,71.0,0,0,6000,10,1005.0,0.0
2009-03-20 23:00:00,31.0,66.0,0,0,5000,10,1005.6,0.0
2009-03-21 00:00:00,21.0,70.0,5,60,2300,10,1008.0,0.0
2009-03-21 01:00:00,20.0,73.0,5,60,0,10,1008.3,0.0
2009-03-21 02:00:00,19.0,76.0,0,0,0,10,1008.3,0.0
2009-03-21 03:00:00,16.0,84.0,0,0,0,10,1008.6,0.0
2009-03-21 04:00:00,15.0,87.0,0,0,0,10,1009.0,0.0
2009-03-21 05:00:00,14.0,87.0,0,0,0,10,1009.3,0.0
2009-03-21 06:00:00,32.0,88.0,5,210,2700,8,1004.0,0.0
2009-03-21 07:00:00,33.0,84.0,6,190,2000,8,1004.3,0.0
2009-03-21 08:00:00,34.0,85.0,5,190,2900,7,1004.6,0.0
2009-03-21 09:00:00,35.0,81.0,6,190,2900,9,1005.0,0.0
2009-03-21 10:00:00,37.0,78.0,6,190,5000,9,1005.3,0.0
